title,category,rating,price_gbp,price_incl_tax,stock_quantity,in_stock,upc,price_range,rating_label
Twenty Love Poems and a Song of Despair,Poetry,4,30.95,30.95,1,Yes,e63c3f25338baf9a,Médio,Bom
Travels with Charley: In Search of America,Nonfiction,5,57.82,57.82,1,Yes,0268f149d014b389,Caro,Excelente
Three Wishes (River of Time: California #1),Science Fiction,2,44.18,44.18,1,Yes,460f97a346b44bac,Caro,Ruim
This One Moment (Pushing Limits #1),Romance,1,48.71,48.71,1,Yes,d6d98d3508c30f57,Caro,Péssimo
The Zombie Room,Default,5,19.69,19.69,1,Yes,9c96cd1329fbd82d,Barato,Excelente
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Sequential Art,2,36.52,36.52,1,Yes,dac9d1e654fac737,Médio,Ruim
The Tumor,Nonfiction,5,41.56,41.56,1,Yes,6514add13c82b115,Caro,Excelente
The Story of Hong Gildong,Classics,4,43.19,43.19,1,Yes,32d035df92ab9080,Caro,Bom
The Silent Wife,Fiction,5,12.34,12.34,1,Yes,b78deb463531d078,Barato,Excelente
The Silent Twin (Detective Jennifer Knight #3),Fantasy,3,36.25,36.25,1,Yes,9e9932ae1a7d0943,Médio,Regular
The Selfish Gene,Science,1,29.45,29.45,1,Yes,6f2c0a9adbb2bca9,Médio,Péssimo
The Secret Healer,Historical Fiction,3,34.56,34.56,1,Yes,38f776ab9118aed7,Médio,Regular
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Sequential Art,3,54.12,54.12,1,Yes,5faefdc861684eb1,Caro,Regular
The Republic,Add a comment,3,33.78,33.78,1,Yes,0ec9d2b018fb10d8,Médio,Regular
The Odyssey,Add a comment,3,29.64,29.64,1,Yes,f0512adadffd2480,Médio,Regular
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,4,57.7,57.7,1,Yes,b0913e67d38d5ed5,Caro,Bom
The Nicomachean Ethics,Philosophy,1,36.34,36.34,1,Yes,5c10b64db3e4f228,Médio,Péssimo
The Name of the Wind (The Kingkiller Chronicle #1),Default,3,50.59,50.59,1,Yes,c8614adb1a90b027,Caro,Regular
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,1,29.38,29.38,1,Yes,c40b70e0f6d80189,Médio,Péssimo
The Little Prince,Classics,2,45.42,45.42,1,Yes,1aeca7d078d57deb,Caro,Ruim
The Light of the Fireflies,Add a comment,1,54.43,54.43,1,Yes,04e43893e32f9d29,Caro,Péssimo
The Last Girl (The Dominion Trilogy #1),Science Fiction,2,36.26,36.26,1,Yes,16c71736dae78764,Médio,Ruim
The Iliad,Add a comment,1,16.16,16.16,1,Yes,86d8bd7afa5b51b3,Barato,Péssimo
The Hook Up (Game On #1),New Adult,5,36.29,36.29,1,Yes,6e473eff459e809f,Médio,Excelente
The Haters,Young Adult,5,27.89,27.89,1,Yes,fff8a057a40c4a60,Médio,Excelente
The Girl You Lost,Mystery,5,12.29,12.29,1,Yes,4280ac3eab57aa5d,Barato,Excelente
The Girl In The Ice (DCI Erika Foster #1),Mystery,3,15.85,15.85,1,Yes,ee61197edb882599,Barato,Regular
The End of the Jesus Era (An Investigation #1),Nonfiction,1,14.4,14.4,1,Yes,09659d1639a1f978,Barato,Péssimo
The Edge of Reason (Bridget Jones #2),Womens Fiction,4,19.18,19.18,1,Yes,29fc016c459aeb14,Barato,Bom
The Complete Maus (Maus #1-2),Sequential Art,3,10.64,10.64,1,Yes,3301af038a720587,Barato,Regular
The Communist Manifesto,Add a comment,3,14.76,14.76,1,Yes,18b4545a5ed15581,Barato,Regular
The Bhagavad Gita,Religion,3,57.49,57.49,1,Yes,f3a0b8c835129558,Caro,Regular
The Bette Davis Club,Fiction,3,30.66,30.66,1,Yes,dfb0849016bc122c,Médio,Regular
The Art of Not Breathing,Young Adult,4,40.83,40.83,1,Yes,5bc1fbccfbf2355c,Caro,Bom
Taking Shots (Assassins #1),Default,2,18.88,18.88,1,Yes,a7eef9d6795422c1,Barato,Ruim
Starlark,Historical Fiction,3,25.83,25.83,1,Yes,e25164e5b3fe208b,Médio,Regular
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,3,42.12,42.12,1,Yes,2ac720f76384c57e,Caro,Regular
Sister Sable (The Mad Queen #1),Fantasy,3,13.33,13.33,1,Yes,3a9a7c5895e82646,Barato,Regular
Shatter Me (Shatter Me #1),Default,1,42.4,42.4,1,Yes,9ed7090d8fa690b0,Caro,Péssimo
Shameless,New Adult,3,58.35,58.35,1,Yes,c068c013d6921fea,Caro,Regular
Shadow Rites (Jane Yellowrock #10),Fantasy,4,21.72,21.72,1,Yes,229cd6564bf0dce4,Médio,Bom
Settling the Score (The Summer Games #1),Sports and Games,2,44.91,44.91,1,Yes,132adf7335bb384a,Caro,Ruim
Sense and Sensibility,Classics,1,37.46,37.46,1,Yes,35e44170702139a4,Médio,Péssimo
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,1,28.48,28.48,1,Yes,4f64568dfefa3ce7,Médio,Péssimo
"Rhythm, Chord & Malykhin",Romance,2,28.34,28.34,1,Yes,9efb397067eb7e8a,Médio,Ruim
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,5,46.96,46.96,1,Yes,3cdca3b4a93980f5,Caro,Excelente
Paradise Lost (Paradise #1),Default,1,24.96,24.96,1,Yes,849db7ab7f4a640c,Médio,Péssimo
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,4,21.71,21.71,1,Yes,bcbcbcf0f6ed196f,Médio,Bom
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,3,29.87,29.87,1,Yes,326825e02a198cf6,Médio,Regular
Origins (Alphas 0.5),Fantasy,1,28.99,28.99,1,Yes,8932e5c12f12ffed,Médio,Péssimo
One Second (Seven #7),Fantasy,2,52.94,52.94,1,Yes,7ea31f38675b91c1,Caro,Ruim
On the Road (Duluoz Legend),Default,3,32.36,32.36,1,Yes,9ff997ab15713e53,Médio,Regular
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,2,55.66,55.66,1,Yes,a1985630339f4b3d,Caro,Ruim
Off Sides (Off #1),New Adult,5,39.45,39.45,1,Yes,b6f1cfadc4dd79d4,Médio,Excelente
Of Mice and Men,Classics,2,47.11,47.11,1,Yes,39592d9d72e717c4,Caro,Ruim
Myriad (Prentor #1),Fantasy,4,58.75,58.75,1,Yes,63e20a0f98218a87,Caro,Bom
My Perfect Mistake (Over the Top #1),Romance,2,38.92,38.92,1,Yes,fd78f89878479f56,Médio,Ruim
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,4,39.39,39.39,1,Yes,35a60467893aa168,Médio,Bom
Meditations,Philosophy,2,25.89,25.89,1,Yes,4f19709e47883df5,Médio,Ruim
Matilda,Childrens,1,28.34,28.34,1,Yes,1053fb7ee17a1f33,Médio,Péssimo
Lost Among the Living,Historical Fiction,4,27.7,27.7,1,Yes,d510567580c8be52,Médio,Bom
Lord of the Flies,Add a comment,3,24.89,24.89,1,Yes,71a6471bbdac21d9,Médio,Regular
Listen to Me (Fusion #1),Romance,3,58.99,58.99,1,Yes,6e712ea24e77bd96,Caro,Regular
Kitchens of the Great Midwest,Fiction,5,57.2,57.2,1,Yes,06f6a57a6d532844,Caro,Excelente
Jane Eyre,Default,5,38.43,38.43,1,Yes,8d390a1fc3133d06,Médio,Excelente
Imperfect Harmony,Romance,4,34.74,34.74,1,Yes,f28f7299d38c0932,Médio,Bom
Icing (Aces Hockey #2),Sports and Games,4,40.44,40.44,1,Yes,3455b45888fb5053,Caro,Bom
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,3,45.24,45.24,1,Yes,6fe02600f322a0a9,Caro,Regular
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,4,34.96,34.96,1,Yes,6717a70913b3db79,Médio,Bom
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,4,56.76,56.76,1,Yes,eb0fe24bbc845ecc,Caro,Bom
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,5,40.28,40.28,1,Yes,72e6fbf4f6382557,Caro,Excelente
Frankenstein,Default,2,38.0,38.0,1,Yes,a492f49a3e2b6a71,Médio,Ruim
Forever Rockers (The Rocker #12),Music,3,28.8,28.8,1,Yes,e564c3f1a93ccf2e,Médio,Regular
Fighting Fate (Fighting #6),Romance,3,39.24,39.24,1,Yes,6390772a3094939d,Médio,Regular
Emma,Classics,2,32.93,32.93,1,Yes,2e69730561ed70ad,Médio,Ruim
"Eat, Pray, Love",Nonfiction,3,51.32,51.32,1,Yes,df56868afd166557,Caro,Regular
Deep Under (Walker Security #1),Romance,5,47.09,47.09,1,Yes,0072b94dfa30608e,Caro,Excelente
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,4,28.42,28.42,1,Yes,a812f6969ddf3e39,Médio,Bom
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,3,22.85,22.85,1,Yes,1774749f2cee292f,Médio,Regular
Charity's Cross (Charles Towne Belles #4),Romance,1,41.24,41.24,1,Yes,a96404cb928895f3,Caro,Péssimo
Bright Lines,Fiction,5,39.07,39.07,1,Yes,230ac636ea0ea415,Médio,Excelente
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,1,29.82,29.82,1,Yes,a2b4b685dfa94733,Médio,Péssimo
Bounty (Colorado Mountain #7),Romance,4,37.26,37.26,1,Yes,abc0b15f2c907ff0,Médio,Bom
Blood Defense (Samantha Brinkman #1),Mystery,3,20.3,20.3,1,Yes,95cdfd514098c38b,Médio,Regular
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,5,34.65,34.65,1,Yes,099fae4a0705d63b,Médio,Excelente
Beyond Good and Evil,Philosophy,1,43.38,43.38,1,Yes,08672cd59171d5e4,Caro,Péssimo
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,1,55.53,55.53,1,Yes,cd2a2a70dd5d176d,Caro,Péssimo
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,4,57.06,57.06,1,Yes,bfd5e1701c862ac3,Caro,Bom
A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,5,16.97,16.97,1,Yes,19fec36a1dfb4c16,Barato,Excelente
1st to Die (Women's Murder Club #1),Mystery,1,53.98,53.98,1,Yes,f684a82adc49f011,Caro,Péssimo
"1,000 Places to See Before You Die",Travel,5,26.08,26.08,1,Yes,228ba5e7577e1d49,Médio,Excelente
